title,year,author,journal,doi,type,issn,shortname,journal_short,publisher,issue,volume,page,published,subject,abstract,licence,pmid,keyword,pmcid
"Modelo PRIMED: Una Aproximación Integral a la Educación Social-emocional, Ciudadana y del Carácter",,,,,,,,,,,,,,,,,,,
"Evaluation of Vaporization Enthalpies and Vapor Pressures of Cedrol, and Nerolidol, by Correlation Gas Chromatography",,,,,,,,,,,,,,,,,,,
"The vaporization enthalpy and vapor pressures of liquid adamantane, diamantane and α- and β-cedrene by correlation gas chromatography.",2018.0,"[{'given': 'Carissa', 'family': 'Nelson', 'name': 'Carissa Nelson'}, {'given': 'James', 'family': 'Chickos', 'name': 'James Chickos'}]",The Journal of Chemical Thermodynamics,10.1016/j.jct.2018.02.016,journal-article,['0021-9614'],The Journal of Chemical Thermodynamics,The Journal of Chemical Thermodynamics,Elsevier BV,,121,175-186,2018-06-01,"['Physical and Theoretical Chemistry', 'General Materials Science', 'Atomic and Molecular Physics, and Optics']",,,,,
"Thermochemical Properties of Sesquiterpenes in Natural Products by Correlation Gas Chromatography. Application to Bergamotene Oil,",2018.0,"[{'given': 'Megan', 'family': 'Orf', 'name': 'Megan Orf'}, {'given': 'Manu', 'family': 'Kurian', 'name': 'Manu Kurian'}, {'given': 'Lorna', 'family': 'Espinosa', 'name': 'Lorna Espinosa'}, {'given': 'Carissa', 'family': 'Nelson', 'name': 'Carissa Nelson'}, {'given': 'Dan', 'family': 'Simmons', 'name': 'Dan Simmons'}, {'given': 'James', 'family': 'Chickos', 'name': 'James Chickos'}]",The Journal of Chemical Thermodynamics,10.1016/j.jct.2018.06.017,journal-article,['0021-9614'],The Journal of Chemical Thermodynamics,The Journal of Chemical Thermodynamics,Elsevier BV,,126,128-136,2018-11-01,"['Physical and Theoretical Chemistry', 'General Materials Science', 'Atomic and Molecular Physics, and Optics']",,,,,
The Vaporization Enthalpy and Vapor Pressure of Fenpropidin and Phencyclidine (PCP) at T/K,,,,,,,,,,,,,,,,,,,
Vaporization Enthalpies and Vapor Pressures of Some Insect Pheromones by Correlation Gas Chromatography,2016.0,"[{'given': 'Sarah', 'family': 'Goodrich', 'name': 'Sarah Goodrich'}, {'given': 'Jasmina', 'family': 'Hasanovic', 'name': 'Jasmina Hasanovic'}, {'given': 'Chase', 'family': 'Gobble', 'name': 'Chase Gobble'}, {'given': 'James S.', 'family': 'Chickos', 'name': 'James S. Chickos'}]",Journal of Chemical &amp; Engineering Data,10.1021/acs.jced.5b00892,journal-article,"['0021-9568', '1520-5134']",J. Chem. Eng. Data,J. Chem. Eng. Data,American Chemical Society (ACS),4,61,1524-1530,2016-04-14,"['General Chemical Engineering', 'General Chemistry']",,,,,
Vapor Pressures and Vaporization Enthalpy of Codlemone by Correlation Gas Chromatography,2015.0,"[{'given': 'Shannon M.', 'family': 'Schultz', 'name': 'Shannon M. Schultz'}, {'given': 'Harold H.', 'family': 'Harris', 'name': 'Harold H. Harris'}, {'given': 'James S.', 'family': 'Chickos', 'name': 'James S. Chickos'}]",The Journal of Chemical Thermodynamics,10.1016/j.jct.2015.06.002,journal-article,['0021-9614'],The Journal of Chemical Thermodynamics,The Journal of Chemical Thermodynamics,Elsevier BV,,89,306-311,2015-10-01,"['Physical and Theoretical Chemistry', 'General Materials Science', 'Atomic and Molecular Physics, and Optics']",,,,,
Vapor pressures and vaporization enthalpy of (-) -bisabolol and (dl) menthol by correlation gas chromatography.,,,,,,,,,,,,,,,,,,,
"Experimental and Theoretical Study of the Structures and Enthalpies of Formation of 3H-1,3-Benzoxazole-2-thione, 3H-1,3-Benzothiazole-2-thione, and Their Tautomers",,,,,,,,,,,,,,,,,,,
Vaporization Enthalpy and Vapor Pressure of (-) Ambroxide and Galaxolide by Correlation Gas Chromatography.,,,,,,,,,,,,,,,,,,,
"The vaporization enthalpy and vapor pressures of liquid adamantane, diamantane 	and 	α- and β-cedrene by correlation gas chromatography.",2018.0,"[{'given': 'Carissa', 'family': 'Nelson', 'name': 'Carissa Nelson'}, {'given': 'James', 'family': 'Chickos', 'name': 'James Chickos'}]",The Journal of Chemical Thermodynamics,10.1016/j.jct.2018.02.016,journal-article,['0021-9614'],The Journal of Chemical Thermodynamics,The Journal of Chemical Thermodynamics,Elsevier BV,,121,175-186,2018-06-01,"['Physical and Theoretical Chemistry', 'General Materials Science', 'Atomic and Molecular Physics, and Optics']",,,,,
"Vapor pressure and vaporization enthalpy studies of ( )-	longifolene, (-)-isolongifolene and -myrcene by correlation gas chromatography",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,1880.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
A Comparison of Results by Correlation Gas Chromatography with Another Gas Chromatographic Retention Time Technique. The Effects of Retention Time Coincidence on Vaporization Enthalpy and Vapor Pressure,2015.0,"[{'given': 'Chase', 'family': 'Gobble', 'name': 'Chase Gobble'}, {'given': 'James S.', 'family': 'Chickos', 'name': 'James S. Chickos'}]",Journal of Chemical &amp; Engineering Data,10.1021/acs.jced.5b00444,journal-article,"['0021-9568', '1520-5134']",J. Chem. Eng. Data,J. Chem. Eng. Data,American Chemical Society (ACS),9,60,2739-2748,2015-09-10,"['General Chemical Engineering', 'General Chemistry']",,,,,
Vapor pressures and vaporization enthalpy of codlemone by correlation gas chromatography,2015.0,"[{'given': 'Shannon M.', 'family': 'Schultz', 'name': 'Shannon M. Schultz'}, {'given': 'Harold H.', 'family': 'Harris', 'name': 'Harold H. Harris'}, {'given': 'James S.', 'family': 'Chickos', 'name': 'James S. Chickos'}]",The Journal of Chemical Thermodynamics,10.1016/j.jct.2015.06.002,journal-article,['0021-9614'],The Journal of Chemical Thermodynamics,The Journal of Chemical Thermodynamics,Elsevier BV,,89,306-311,2015-10-01,"['Physical and Theoretical Chemistry', 'General Materials Science', 'Atomic and Molecular Physics, and Optics']",,,,,
,1880.0,,,,,,,,,,,,,,,,,,
"Vaporization, Fusion and Sublimation Enthalpies of the Dicarboxylic Acids  From C4 to C14 and C16.",2005.0,"[{'given': 'Maria Victoria', 'family': 'Roux', 'name': 'Maria Victoria Roux'}, {'given': 'Manuel', 'family': 'Temprado', 'name': 'Manuel Temprado'}, {'given': 'James S.', 'family': 'Chickos', 'name': 'James S. Chickos'}]",The Journal of Chemical Thermodynamics,10.1016/j.jct.2004.12.011,journal-article,['0021-9614'],The Journal of Chemical Thermodynamics,The Journal of Chemical Thermodynamics,Elsevier BV,9,37,941-953,2005-09-01,"['Physical and Theoretical Chemistry', 'General Materials Science', 'Atomic and Molecular Physics, and Optics']",,,,,
Enthalpy of vaporization and vapor pressure of whiskey lactone and menthalactone by correlation gas chromatography.,2017.0,"[{'given': 'Daniel', 'family': 'Simmons', 'name': 'Daniel Simmons'}, {'given': 'James', 'family': 'Chickos', 'name': 'James Chickos'}]",The Journal of Chemical Thermodynamics,10.1016/j.jct.2017.02.010,journal-article,['0021-9614'],The Journal of Chemical Thermodynamics,The Journal of Chemical Thermodynamics,Elsevier BV,,110,65-70,2017-07-01,"['Physical and Theoretical Chemistry', 'General Materials Science', 'Atomic and Molecular Physics, and Optics']",,,,,
Vapor pressure and enthalpy of vaporization of oil of catnip by correlation gas chromatography.,2016.0,"[{'given': 'Daniel', 'family': 'Simmons', 'name': 'Daniel Simmons'}, {'given': 'Chase', 'family': 'Gobble', 'name': 'Chase Gobble'}, {'given': 'James', 'family': 'Chickos', 'name': 'James Chickos'}]",The Journal of Chemical Thermodynamics,10.1016/j.jct.2015.09.005,journal-article,['0021-9614'],The Journal of Chemical Thermodynamics,The Journal of Chemical Thermodynamics,Elsevier BV,,92,126-131,2016-01-01,"['Physical and Theoretical Chemistry', 'General Materials Science', 'Atomic and Molecular Physics, and Optics']",,,,,
A Note on Jointly Modeling Edges and Node Attributes of a Network,2017.0,"[{'given': 'Haiyan', 'family': 'Cai', 'name': 'Haiyan Cai'}]",Statistics &amp; Probability Letters,10.1016/j.spl.2016.10.014,journal-article,['0167-7152'],Statistics &amp; Probability Letters,Statistics &amp; Probability Letters,Elsevier BV,,121,54-60,2017-02-01,"['Statistics, Probability and Uncertainty', 'Statistics and Probability']",,,,,
Analysis of adaptive short-time Fourier transform-based synchrosqueezing transform,2021.0,"[{'given': 'Haiyan', 'family': 'Cai', 'name': 'Haiyan Cai'}, {'given': 'Qingtang', 'family': 'Jiang', 'name': 'Qingtang Jiang'}, {'given': 'Lin', 'family': 'Li', 'name': 'Lin Li'}, {'given': 'Bruce W.', 'family': 'Suter', 'name': 'Bruce W. Suter'}]",Analysis and Applications,10.1142/s0219530520400047,journal-article,"['0219-5305', '1793-6861']",Anal. Appl.,Anal. Appl.,World Scientific Pub Co Pte Lt,01,19,71-105,2021-01-01,"['Applied Mathematics', 'Analysis']"," Recently, the study of modeling a non-stationary signal as a superposition of amplitude and frequency-modulated Fourier-like oscillatory modes has been a very active research area. The synchrosqueezing transform (SST) is a powerful method for instantaneous frequency estimation and component separation of non-stationary multicomponent signals. The short-time Fourier transform-based SST (FSST) reassigns the frequency variable to sharpen the time-frequency representation and to separate the components of a multicomponent non-stationary signal. Very recently the FSST with a time-varying parameter, called the adaptive FSST, was introduced. The simulation experiments show that the adaptive FSST is very promising in instantaneous frequency estimation of the component of a multicomponent signal, and in accurate component recovery. However, the theoretical analysis of the adaptive FSST has not been carried out. In this paper, we study the theoretical analysis of the adaptive FSST and obtain the error bounds for the instantaneous frequency estimation and component recovery with the adaptive FSST and the second-order adaptive FSST. ",,,,
A Tree-based Multiscale Regression Method,2018.0,"[{'given': 'Haiyan', 'family': 'Cai', 'name': 'Haiyan Cai'}, {'given': 'Qingtang', 'family': 'Jiang', 'name': 'Qingtang Jiang'}]",Frontiers in Applied Mathematics and Statistics,10.3389/fams.2018.00063,journal-article,['2297-4687'],Front. Appl. Math. Stat.,Front. Appl. Math. Stat.,Frontiers Media SA,,4,,2018-12-21,"['Applied Mathematics', 'Statistics and Probability']",,cc-by-4.0,,,
An empirical signal separation algorithm for multicomponent signals based on linear time-frequency analysis,2019.0,"[{'given': 'Lin', 'family': 'Li', 'name': 'Lin Li'}, {'given': 'Haiyan', 'family': 'Cai', 'name': 'Haiyan Cai'}, {'given': 'Qingtang', 'family': 'Jiang', 'name': 'Qingtang Jiang'}, {'given': 'Hongbing', 'family': 'Ji', 'name': 'Hongbing Ji'}]",Mechanical Systems and Signal Processing,10.1016/j.ymssp.2018.11.037,journal-article,['0888-3270'],Mechanical Systems and Signal Processing,Mechanical Systems and Signal Processing,Elsevier BV,,121,791-809,2019-04-01,"['Computer Science Applications', 'Mechanical Engineering', 'Aerospace Engineering', 'Civil and Structural Engineering', 'Signal Processing', 'Control and Systems Engineering']",,,,,
Adaptive synchrosqueezing transform with a time-varying parameter for nonstationary signal separation,,,,,,,,,,,,,,,,,,,
A two-sample test based on classification probability,,,,,,,,,,,,,,,,,,,
Adaptive synchrosqueezing transform with a time-varying parameter for non-stationary signal separation,2020.0,"[{'given': 'Lin', 'family': 'Li', 'name': 'Lin Li'}, {'given': 'Haiyan', 'family': 'Cai', 'name': 'Haiyan Cai'}, {'given': 'Qingtang', 'family': 'Jiang', 'name': 'Qingtang Jiang'}]",Applied and Computational Harmonic Analysis,10.1016/j.acha.2019.06.002,journal-article,['1063-5203'],Applied and Computational Harmonic Analysis,Applied and Computational Harmonic Analysis,Elsevier BV,3,49,1075-1106,2020-11-01,['Applied Mathematics'],,,,,
Adaptive Synchrosqueezing Transform with a Time-Varying Parameter for Non-stationary Signal Separation,2020.0,"[{'given': 'Lin', 'family': 'Li', 'name': 'Lin Li'}, {'given': 'Haiyan', 'family': 'Cai', 'name': 'Haiyan Cai'}, {'given': 'Qingtang', 'family': 'Jiang', 'name': 'Qingtang Jiang'}]",Applied and Computational Harmonic Analysis,10.1016/j.acha.2019.06.002,journal-article,['1063-5203'],Applied and Computational Harmonic Analysis,Applied and Computational Harmonic Analysis,Elsevier BV,3,49,1075-1106,2020-11-01,['Applied Mathematics'],,,,,
Adaptive synchrosqueezing transform with a time-varying parameter for non-stationary signal separation,2020.0,"[{'given': 'Lin', 'family': 'Li', 'name': 'Lin Li'}, {'given': 'Haiyan', 'family': 'Cai', 'name': 'Haiyan Cai'}, {'given': 'Qingtang', 'family': 'Jiang', 'name': 'Qingtang Jiang'}]",Applied and Computational Harmonic Analysis,10.1016/j.acha.2019.06.002,journal-article,['1063-5203'],Applied and Computational Harmonic Analysis,Applied and Computational Harmonic Analysis,Elsevier BV,3,49,1075-1106,2020-11-01,['Applied Mathematics'],,,,,
A Tree-based Multiscale Regression Method,2018.0,"[{'given': 'Haiyan', 'family': 'Cai', 'name': 'Haiyan Cai'}, {'given': 'Qingtang', 'family': 'Jiang', 'name': 'Qingtang Jiang'}]",Frontiers in Applied Mathematics and Statistics,10.3389/fams.2018.00063,journal-article,['2297-4687'],Front. Appl. Math. Stat.,Front. Appl. Math. Stat.,Frontiers Media SA,,4,,2018-12-21,"['Applied Mathematics', 'Statistics and Probability']",,cc-by-4.0,,,
